Channel 1,Channel 2,Channel 3,Channel 4,Class,Row Number,Session,Subject
6.34765625,-1.953125,18.06640625,62.5,0,105,6,Shawn
-0.48828125,-0.9765625,16.6015625,45.8984375,0,106,6,Shawn
23.92578125,2.44140625,19.04296875,10.25390625,0,107,6,Shawn
33.69140625,7.32421875,21.484375,26.85546875,0,108,6,Shawn
1.46484375,4.8828125,24.4140625,61.5234375,0,109,6,Shawn
-13.671875,1.46484375,16.6015625,55.17578125,0,110,6,Shawn
14.6484375,-5.859375,7.8125,21.484375,0,111,6,Shawn
38.57421875,-5.859375,9.765625,22.94921875,0,112,6,Shawn
16.6015625,-4.39453125,18.06640625,57.6171875,0,113,6,Shawn
-14.6484375,-3.41796875,15.625,62.5,0,114,6,Shawn
5.37109375,2.44140625,4.8828125,24.90234375,0,115,6,Shawn
35.15625,0.48828125,9.27734375,9.765625,0,116,6,Shawn
11.23046875,-7.32421875,6.8359375,27.34375,0,117,6,Shawn
-20.01953125,-3.41796875,10.7421875,46.38671875,0,118,6,Shawn
-6.8359375,0.0,6.8359375,27.34375,0,119,6,Shawn
26.3671875,-3.90625,-10.7421875,-2.9296875,0,120,6,Shawn
25.87890625,-12.20703125,-5.859375,18.5546875,0,121,6,Shawn
-9.27734375,-16.6015625,13.18359375,41.9921875,0,122,6,Shawn
-17.578125,-12.20703125,21.484375,28.3203125,0,123,6,Shawn
23.4375,-7.32421875,15.13671875,12.20703125,0,124,6,Shawn
43.45703125,-8.30078125,3.90625,18.5546875,0,125,6,Shawn
8.7890625,-14.6484375,6.8359375,51.7578125,0,126,6,Shawn
-10.7421875,-7.32421875,5.859375,56.15234375,0,127,6,Shawn
17.08984375,3.41796875,-3.41796875,19.53125,0,128,6,Shawn
33.69140625,3.90625,-0.48828125,5.859375,0,129,6,Shawn
7.32421875,1.953125,8.30078125,27.83203125,0,130,6,Shawn
-16.6015625,3.90625,21.484375,52.734375,0,131,6,Shawn
3.41796875,1.953125,15.625,28.3203125,0,132,6,Shawn
38.57421875,-5.37109375,8.7890625,8.30078125,0,133,6,Shawn
21.484375,-11.23046875,18.5546875,34.66796875,0,134,6,Shawn
-17.578125,-20.01953125,21.484375,50.78125,0,135,6,Shawn
-10.7421875,-23.92578125,16.6015625,30.76171875,0,136,6,Shawn
18.5546875,-18.5546875,16.6015625,5.37109375,0,137,6,Shawn
26.3671875,-9.27734375,15.13671875,23.92578125,0,138,6,Shawn
7.8125,-3.41796875,2.9296875,67.87109375,0,139,6,Shawn
5.37109375,-5.859375,1.46484375,58.10546875,0,140,6,Shawn
22.94921875,-10.7421875,12.6953125,9.765625,0,141,6,Shawn
28.80859375,-15.13671875,20.01953125,19.04296875,0,142,6,Shawn
3.41796875,-11.71875,23.4375,67.87109375,0,143,6,Shawn
-4.39453125,1.953125,11.71875,77.63671875,0,144,6,Shawn
23.4375,3.41796875,4.8828125,44.43359375,0,145,6,Shawn
44.921875,1.46484375,15.625,33.203125,0,146,6,Shawn
26.85546875,3.90625,18.5546875,63.4765625,0,147,6,Shawn
3.41796875,0.48828125,18.5546875,80.078125,0,148,6,Shawn
20.99609375,-9.765625,12.6953125,51.26953125,0,149,6,Shawn
45.8984375,-15.13671875,6.8359375,20.01953125,0,150,6,Shawn
38.57421875,-5.859375,20.99609375,35.64453125,0,151,6,Shawn
9.27734375,5.37109375,20.5078125,63.96484375,0,152,6,Shawn
3.90625,13.18359375,1.46484375,37.59765625,0,153,6,Shawn
35.15625,14.16015625,0.9765625,-0.9765625,0,154,6,Shawn
45.41015625,2.44140625,17.578125,13.18359375,0,155,6,Shawn
10.25390625,-9.765625,23.4375,50.29296875,0,156,6,Shawn
-4.39453125,-10.25390625,15.13671875,47.36328125,0,157,6,Shawn
29.78515625,-3.90625,12.6953125,14.16015625,0,158,6,Shawn
50.29296875,7.8125,18.06640625,17.578125,0,159,6,Shawn
23.92578125,17.578125,9.765625,49.31640625,0,160,6,Shawn
3.90625,12.6953125,14.16015625,59.08203125,0,161,6,Shawn
20.99609375,8.7890625,29.78515625,36.1328125,0,162,6,Shawn
45.8984375,2.44140625,27.83203125,27.34375,0,163,6,Shawn
32.71484375,-1.953125,29.78515625,52.24609375,0,164,6,Shawn
-3.41796875,1.46484375,34.66796875,66.89453125,0,165,6,Shawn
10.25390625,1.46484375,30.2734375,47.36328125,0,166,6,Shawn
43.45703125,-0.9765625,24.90234375,21.484375,0,167,6,Shawn
36.1328125,0.9765625,20.99609375,40.52734375,0,168,6,Shawn
1.953125,0.48828125,18.5546875,74.70703125,0,169,6,Shawn
-1.46484375,-2.44140625,20.5078125,50.78125,0,170,6,Shawn
30.2734375,1.953125,14.6484375,19.04296875,0,171,6,Shawn
34.66796875,-1.46484375,12.6953125,40.52734375,0,172,6,Shawn
9.27734375,-3.90625,9.765625,72.75390625,0,173,6,Shawn
6.8359375,-2.9296875,-0.48828125,75.1953125,0,174,6,Shawn
36.1328125,-3.41796875,1.46484375,31.73828125,0,175,6,Shawn
49.31640625,2.44140625,0.0,12.20703125,0,176,6,Shawn
18.06640625,5.37109375,2.44140625,46.875,0,177,6,Shawn
-4.39453125,4.8828125,11.71875,53.22265625,0,178,6,Shawn
11.23046875,2.44140625,13.18359375,15.625,0,179,6,Shawn
37.59765625,1.953125,11.23046875,-4.8828125,0,180,6,Shawn
31.25,7.32421875,6.34765625,22.94921875,0,181,6,Shawn
0.48828125,2.9296875,7.8125,47.8515625,0,182,6,Shawn
12.20703125,-6.8359375,13.671875,28.80859375,0,183,6,Shawn
44.43359375,1.953125,16.6015625,10.7421875,0,184,6,Shawn
41.9921875,7.32421875,21.484375,30.2734375,0,185,6,Shawn
7.8125,1.46484375,21.97265625,53.7109375,0,186,6,Shawn
-1.46484375,0.0,17.08984375,38.0859375,0,187,6,Shawn
27.34375,-0.9765625,3.41796875,8.30078125,0,188,6,Shawn
38.57421875,-0.48828125,7.32421875,26.85546875,0,189,6,Shawn
9.765625,1.953125,11.71875,63.4765625,0,190,6,Shawn
-8.7890625,1.953125,5.859375,65.91796875,0,191,6,Shawn
22.4609375,1.953125,-7.32421875,40.0390625,0,192,6,Shawn
48.828125,9.27734375,-22.94921875,21.484375,0,193,6,Shawn
25.87890625,9.765625,-5.37109375,50.29296875,0,194,6,Shawn
-7.8125,2.44140625,20.99609375,60.546875,0,195,6,Shawn
2.44140625,0.0,31.73828125,24.90234375,0,196,6,Shawn
32.2265625,1.953125,17.578125,12.6953125,0,197,6,Shawn
25.390625,1.953125,2.44140625,33.69140625,0,198,6,Shawn
0.48828125,5.37109375,14.6484375,54.6875,0,199,6,Shawn
5.37109375,-1.46484375,27.34375,34.1796875,0,200,6,Shawn
37.59765625,-11.71875,30.2734375,5.859375,0,201,6,Shawn
37.109375,0.48828125,31.73828125,27.83203125,0,202,6,Shawn
1.953125,10.7421875,19.53125,62.5,0,203,6,Shawn
-9.27734375,12.6953125,13.18359375,58.59375,0,204,6,Shawn
8.30078125,1.46484375,13.671875,24.4140625,0,205,6,Shawn
19.53125,-6.8359375,15.625,19.53125,0,206,6,Shawn
4.39453125,4.39453125,7.8125,53.7109375,0,207,6,Shawn
-10.7421875,9.765625,-9.27734375,55.6640625,0,208,6,Shawn
16.11328125,1.953125,-5.859375,30.2734375,0,209,6,Shawn
42.96875,-0.48828125,-4.39453125,11.71875,0,210,6,Shawn
38.0859375,7.8125,-6.34765625,37.59765625,0,211,6,Shawn
12.20703125,4.39453125,16.6015625,61.03515625,0,212,6,Shawn
-21.97265625,-4.8828125,22.94921875,5.37109375,0,213,6,Shawn
-11.71875,-1.953125,24.90234375,-25.390625,0,214,6,Shawn
-20.01953125,0.0,28.80859375,-2.9296875,0,215,6,Shawn
-62.5,-4.39453125,26.3671875,6.8359375,0,216,6,Shawn
-62.98828125,-9.27734375,43.9453125,-17.08984375,0,217,6,Shawn
-62.98828125,-33.203125,50.78125,-72.265625,0,218,6,Shawn
-84.9609375,-41.50390625,34.66796875,-85.9375,0,219,6,Shawn
-122.0703125,-27.83203125,10.7421875,-58.59375,0,220,6,Shawn
-148.4375,-26.3671875,-8.30078125,-70.80078125,0,221,6,Shawn
-138.18359375,-28.80859375,-10.7421875,-111.81640625,0,222,6,Shawn
-139.6484375,-28.80859375,10.25390625,-133.30078125,0,223,6,Shawn
-170.41015625,-32.2265625,35.15625,-110.3515625,0,224,6,Shawn
-199.21875,-54.6875,25.87890625,-113.76953125,0,225,6,Shawn
